site_id,reading_date,PM_25,location,address,point,lat,lon
LW5,04/09/2020 00:00,8.0,Deptford,"Deptford,London, United Kingdom","(51.4807988, -0.0231099)",51.4807988,-0.0231099
LW5,05/09/2020 00:00,10.0,Deptford,"Deptford,London, United Kingdom","(51.4807988, -0.0231099)",51.4807988,-0.0231099
LW5,06/09/2020 00:00,9.0,Deptford,"Deptford,London, United Kingdom","(51.4807988, -0.0231099)",51.4807988,-0.0231099
LW5,07/09/2020 00:00,10.0,Deptford,"Deptford,London, United Kingdom","(51.4807988, -0.0231099)",51.4807988,-0.0231099
LW5,08/09/2020 00:00,12.0,Deptford,"Deptford,London, United Kingdom","(51.4807988, -0.0231099)",51.4807988,-0.0231099
LW5,09/09/2020 00:00,11.0,Deptford,"Deptford,London, United Kingdom","(51.4807988, -0.0231099)",51.4807988,-0.0231099
LW5,10/09/2020 00:00,9.0,Deptford,"Deptford,London, United Kingdom","(51.4807988, -0.0231099)",51.4807988,-0.0231099
LW5,11/09/2020 00:00,11.0,Deptford,"Deptford,London, United Kingdom","(51.4807988, -0.0231099)",51.4807988,-0.0231099
LW5,12/09/2020 00:00,10.0,Deptford,"Deptford,London, United Kingdom","(51.4807988, -0.0231099)",51.4807988,-0.0231099
LW5,13/09/2020 00:00,13.0,Deptford,"Deptford,London, United Kingdom","(51.4807988, -0.0231099)",51.4807988,-0.0231099
LW5,14/09/2020 00:00,21.0,Deptford,"Deptford,London, United Kingdom","(51.4807988, -0.0231099)",51.4807988,-0.0231099
LW5,15/09/2020 00:00,30.0,Deptford,"Deptford,London, United Kingdom","(51.4807988, -0.0231099)",51.4807988,-0.0231099
LW5,16/09/2020 00:00,10.794952681388011,Deptford,"Deptford,London, United Kingdom","(51.4807988, -0.0231099)",51.4807988,-0.0231099
LW5,17/09/2020 00:00,10.794952681388011,Deptford,"Deptford,London, United Kingdom","(51.4807988, -0.0231099)",51.4807988,-0.0231099
